sentence,score,datasetName
They made this case too small and is very difficult to install.,0,amazon_cells_labelled
Restored my phone to like new performance.,1,amazon_cells_labelled
"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1,amazon_cells_labelled
"I searched the Internet, and found this one to be the best value.",1,amazon_cells_labelled
Does not fit.,0,amazon_cells_labelled
Very happy with this product.,1,amazon_cells_labelled
"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,amazon_cells_labelled
There's really nothing bad I can say about this headset.,0,amazon_cells_labelled
"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1,amazon_cells_labelled
Portable and it works.,1,amazon_cells_labelled
"My colleague & I now get great reception.A little expensive, but performance is great.",1,amazon_cells_labelled
I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 % left in the morning.,0,amazon_cells_labelled
I've also had problems with the phone reading the memory card in which I always turn it on and then off again.,0,amazon_cells_labelled
Not good when wearing a hat or sunglasses.,0,amazon_cells_labelled
Timely shipment and quality product.,1,amazon_cells_labelled
Nice solid keyboard.,1,amazon_cells_labelled
Very well made and fits my Surefire GX2 perfectly.,1,amazon_cells_labelled
Horrible phone.,0,amazon_cells_labelled
BT50 battery junk!.,0,amazon_cells_labelled
We would recommend these to others.,1,amazon_cells_labelled
Cant get the software to work with my computer.,0,amazon_cells_labelled
Disappointed!.,0,amazon_cells_labelled
poor voice clarity.,0,amazon_cells_labelled
The battery works great!,1,amazon_cells_labelled
No buyers remorse on this one!.,0,amazon_cells_labelled
Very disappointed in AccessoryOne.,0,amazon_cells_labelled
I find this inexcusable and so will probably be returning this phone and perhaps changing carriers.,0,amazon_cells_labelled
"Looks great and is strong.""",1,amazon_cells_labelled
"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1,amazon_cells_labelled
The update procedure is difficult and cumbersome.,0,amazon_cells_labelled
Disappointment.. I hate anything that goes in my ear.,0,amazon_cells_labelled
Great software for Motorolas.,1,amazon_cells_labelled
The delivery was on time.,1,amazon_cells_labelled
Very easy to use.,1,amazon_cells_labelled
"Uncomfortable In the Ear, Don't use with LG VX9900 (EnV).",0,amazon_cells_labelled
The volume switch rocketed out of the unit to a destination unknown.,0,amazon_cells_labelled
"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1,amazon_cells_labelled
I'd like to return it.,0,amazon_cells_labelled
The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,amazon_cells_labelled
"Verizon's bills, however, are difficult to understand even though their pricing plans are simple.",0,amazon_cells_labelled
"After charging overnight, these batteries work great.",1,amazon_cells_labelled
You won't regret it!,1,amazon_cells_labelled
I love this phone!.,1,amazon_cells_labelled
A Disappointment.,0,amazon_cells_labelled
Its not user friendly.,0,amazon_cells_labelled
Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.,0,amazon_cells_labelled
"Then I exchanged for the same phone, even that had the same problem.",0,amazon_cells_labelled
This results in the phone being either stuck at max volume or mute.,0,amazon_cells_labelled
This PDA rocks.,1,amazon_cells_labelled
"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1,amazon_cells_labelled
"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1,amazon_cells_labelled
I had Verizon 2 years ago and really liked their service.,1,amazon_cells_labelled
Pretty piece of junk.,0,amazon_cells_labelled
Plug was the wrong size.,0,amazon_cells_labelled
Works as described.,1,amazon_cells_labelled
Save your money.... I've had this item for 11 months now.,0,amazon_cells_labelled
Bad Purchase.,0,amazon_cells_labelled
WELL IM SATISFIED.,1,amazon_cells_labelled
"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,amazon_cells_labelled
This battery is an excellent bargain!,1,amazon_cells_labelled
Defective crap.,0,amazon_cells_labelled
I would have given no star if I was able.,0,amazon_cells_labelled
I wear glasses and it fits fine with them.,1,amazon_cells_labelled
"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,amazon_cells_labelled
I would not recommend this item to anyone.,0,amazon_cells_labelled
The holster that arrived did not match the photo in the ad.,0,amazon_cells_labelled
great...no problems at all!.,1,amazon_cells_labelled
"As an earlier review noted, plug in this charger and nothing happens.",0,amazon_cells_labelled
This frog phone charm is adorable and very eye catching.,1,amazon_cells_labelled
You never know if you pushed it hard enough or the right number of times for the function you want or not.,0,amazon_cells_labelled
The sound is clear and the people I talk to on it are amazed at the quality too.,1,amazon_cells_labelled
I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1,amazon_cells_labelled
"very good product, well made.",1,amazon_cells_labelled
Mobile Phone Tools are a must have.,1,amazon_cells_labelled
I am very impressed with the job that Motorola did on the sturdiness of this phone.,1,amazon_cells_labelled
"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1,amazon_cells_labelled
The phone is sturdy and waterproof.,1,amazon_cells_labelled
I am not impressed with this and i would not recommend this item to anyone.,0,amazon_cells_labelled
My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,amazon_cells_labelled
Thanks again to Amazon for having the things I need for a good price!,1,amazon_cells_labelled
I ended up sliding it on the edge of my pants or back pockets instead.,1,amazon_cells_labelled
I had to go to a store and bought a new NOKIA phone which is working great.,1,amazon_cells_labelled
Works great!.,1,amazon_cells_labelled
REALLY UGLY.,0,amazon_cells_labelled
"horrible, had to switch 3 times.",0,amazon_cells_labelled
The noise shield is incrediable.,1,amazon_cells_labelled
No real improvement.,0,amazon_cells_labelled
Razr Battery - Good buy.,1,amazon_cells_labelled
Keep up the good work Amazon!!,1,amazon_cells_labelled
They refuse to refund or replace.,0,amazon_cells_labelled
Unfortunately it's easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.,0,amazon_cells_labelled
So I basically threw my money out the window for nothing.,0,amazon_cells_labelled
Great case and price!,1,amazon_cells_labelled
All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.,0,amazon_cells_labelled
"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1,amazon_cells_labelled
"Small, sleek, impressive looking, practical setup with ample storage in place.",1,amazon_cells_labelled
The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,amazon_cells_labelled
none of the new ones have ever quite worked properly.,0,amazon_cells_labelled
I am glad I purchased it.,1,amazon_cells_labelled
I've missed numerous calls because of this reason.,0,amazon_cells_labelled
"Perhaps my phone is defective, but people cannot hear me when I use this.",0,amazon_cells_labelled
Don't buy this product.,0,amazon_cells_labelled
"sucked, most of the stuff does not work with my phone.",0,amazon_cells_labelled
"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,amazon_cells_labelled
Worst software ever used.... If I could give this zero stars I would.,0,amazon_cells_labelled
Trying to make a call on these is an exercise in frustration.,0,amazon_cells_labelled
The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,amazon_cells_labelled
"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1,amazon_cells_labelled
"I love the camera, it's really pretty good quality.",1,amazon_cells_labelled
Thank you for such great service.,1,amazon_cells_labelled
Its a total package.,1,amazon_cells_labelled
"The seller is very understanding and patient, I would definitely buy from them again.",1,amazon_cells_labelled
I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.,0,amazon_cells_labelled
It's AGGRAVATING!,0,amazon_cells_labelled
Great product for the price!.,1,amazon_cells_labelled
"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1,amazon_cells_labelled
Virgin Wireless rocks and so does this cheap little phone!,1,amazon_cells_labelled
"None of it works, just don't buy it.",0,amazon_cells_labelled
"Muddy, low quality sound, and the casing around the wire's insert was poorly super glued and slid off.",0,amazon_cells_labelled
Please dont waste your money.,0,amazon_cells_labelled
"All in all, I'm quite satisfied with this purchase.",1,amazon_cells_labelled
"If you are looking for a good quality Motorola Headset keep looking, this isn't it.",0,amazon_cells_labelled
Yet Plantronincs continues to use the same flawed charger design.,0,amazon_cells_labelled
Disapointing Results.,0,amazon_cells_labelled
Cumbersome design.,0,amazon_cells_labelled
"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1,amazon_cells_labelled
Great Product.,1,amazon_cells_labelled
It's A PIECE OF CRAP!,0,amazon_cells_labelled
"My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!",0,amazon_cells_labelled
